x,z,shear,x_0,z_0,St,beta,history,shear_difference
0.3780646085596147,-0.666757363350885,2.3484917036786497,0.15,-0.113,0.01,0.9,False,0.09938
0.15,-0.113,1.8581146265090558,0.15,-0.113,0.01,0.987,True,-0.03554
0.3123389964038768,-0.150627757745699,1.6793726331373109,0.15,-0.113,0.01,0.987,True,-0.03554
0.4707176902209441,-0.1971284581554433,2.3119254434808854,0.15,-0.113,0.01,0.987,True,-0.03554
0.15,-0.113,1.8586896969116178,0.15,-0.113,0.1,0.987,True,0.31242
0.2975411974581974,-0.3228410567172022,1.643727773814638,0.15,-0.113,0.1,0.987,True,0.31242
0.4012871267078006,-0.5845820118986348,2.1980240264794477,0.15,-0.113,0.1,0.987,True,0.31242
0.15,-0.113,2.585135058525284,0.15,-0.113,0.01,0.8,True,0.46235
0.2721590933071501,-0.6414621562151482,2.2465854952686732,0.15,-0.113,0.01,0.8,True,0.46235
0.3240901749707862,-1.1925746202501153,3.785034268129282,0.15,-0.113,0.01,0.8,True,0.46235
0.15,-0.113,1.904373429951026,0.15,-0.113,0.01,0.9,True,0.09938
0.2925250958202479,-0.3560929825171905,1.6374050261843938,0.15,-0.113,0.01,0.9,True,0.09938
0.3893289998525442,-0.6133802234338298,2.249111418731081,0.15,-0.113,0.01,0.9,True,0.09938
0.113,-0.15,1.7048785065835188,0.113,-0.15,0.01,0.987,False,-0.01817
0.2636343837468871,-0.1900742805120506,1.5927161732033288,0.113,-0.15,0.01,0.987,False,-0.01817
0.4092791512115548,-0.2360279288625789,2.0535836152087716,0.113,-0.15,0.01,0.987,False,-0.01817
0.113,-0.15,2.1462391224595283,0.113,-0.15,0.1,0.987,False,0.4234
0.238848307427688,-0.4609261152388881,1.801658389814139,0.113,-0.15,0.1,0.987,False,0.4234
0.315306944381539,-0.7806023296014483,2.715204426994955,0.113,-0.15,0.1,0.987,False,0.4234
0.113,-0.15,3.2605560716320796,0.113,-0.15,0.01,0.8,False,0.58796
0.2192305957950578,-0.7576790685345305,2.6850572824303343,0.113,-0.15,0.01,0.8,False,0.58796
0.2601659133880743,-1.3432957034885435,4.930218947116781,0.113,-0.15,0.01,0.8,False,0.58796
0.113,-0.15,2.0565070410695125,0.113,-0.15,0.01,0.9,False,0.13591
0.2410709935310548,-0.4280608939737116,1.7112345375676417,0.113,-0.15,0.01,0.9,False,0.13591
0.3240222816266268,-0.7001994847819496,2.501898950831402,0.113,-0.15,0.01,0.9,False,0.13591
0.113,-0.15,1.7070594243028077,0.113,-0.15,0.01,0.987,True,-0.01817
0.2642662178322845,-0.1855659202649696,1.601078300694722,0.113,-0.15,0.01,0.987,True,-0.01817
